RESORT	BUILDING	GRS_CODES	CRDITS_PICKUP	SQUARE_UNIT_MEASUREMENT	SQUARE_UNITS	ORDER_BY	ROOM	KEY_CODE	EXTENSIONS	TURNDOWN	PHONE_NUMBER	DECODE_R_MEETINGROOM_YN_Y_F_ME	RATE_AMOUNT	SMOKING_PREFERENCE	TYPE	CLASS	DESCRIPTION	CREDITS_DEPARTURE	CREDITS_TURNDOWN	CREDITS	FLOOR	ROOM_FLOOR	RATE_CODE	MAX_OCCUPANCY	HK_SECTION_CODE	HK_EVENING_SECTION	COMPONENT_ROOM	CONNECTING_SUITES	FEATURES	OVOS_GRADE_CODE
MALHA			.5		42.37	1	1340			Y		N		NS	KOTG	DLX FAM	1 king bed and 2 sofa bed small	1.5	0	1	13	13		4	13M	13M			GAR,PAN,AWY,ST,GR,LRG,REV,SFB	
MALHA			.5		33.59	1	1341			Y		N		NS	KOTG	DLX FAM	1 king bed and 2 sofa bed small	1.5	0	1	13	13		4	13M	13M			TOW,AWY,ST,OR,SBA,LRG,REV,MIX	
MALHA			.5		31.72	1	1342			Y		N		NS	XKLG	SU JR	1x king beds with 1x sofa bed small	1.5	0	1	13	13		4	13M	13M			PAN,AWY,YEL,LRG,SFB,MIX	
MALHA			0		20.96	1	1343			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		2	13M	13M			PAN,AWY,YEL,MIX,VINYL	
MALHA			0		20.96	1	1344			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		2	13M	13M			PAN,AWY,YEL,MIX,VINYL	
MALHA			0		20.96	1	1345			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		2	13M	13M			PAN,AWY,YEL,MIX,VINYL	
MALHA			0		20.96	1	1346			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		2	13M	13M			PAN,AWY,MIX,VINYL,RED	
MALHA			0		20.96	1	1347			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		2	13M	13M			PAN,AWY,MIX,VINYL,RED	
MALHA			0		40.05	1	1401			Y		N		NS	XCIG	SU DLX	TERRACE SUITE	3	0	1.5	14	14		4	14G	14G			PAN,ST,GR,MIX,SFB	
MALHA			0		40.05	1	1402			Y		N		NS	XCIG	SU DLX	TERRACE SUITE	3	0	1.5	14	14		4	14G	14G			PAN,ST,QT,GR,MIX,SFB	
MALHA			0		19.26	1	1403			Y		N		NS	TCIG	CL	Club Twin Panoramic	1	0	.5	14	14		4	14G	14G			PAN,NE,GR,VINYL,MIX	
MALHA			0		19.26	1	1404			Y		N		NS	TBUG	CL	Twin Club City View	1	0	.5	14	14		4	14G	14G			SGAR,NE,QT,OR,REV,MIX	
MALHA			0		19.26	1	1405			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	14	14		2	14G	14G			PAN,NE,GR,VINYL,MIX	
MALHA			0		19.26	1	1406			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	14	14		2	14G	14G			SGAR,NE,QT,OR,REV,MIX	
MALHA			0		19.26	1	1407			Y		N		NS	TCIG	CL	Club Twin Panoramic	1	0	.5	14	14		4	14G	14G			PAN,NE,YEL,MIX	
MALHA			0		19.26	1	1410			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	14	14		2	14G	14G			SGAR,NE,BLU,QT,REV,MIX	
MALHA			0		19.26	1	1411			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	14	14		2	14G	14G			SGAR,NE,BLU,QT,MIX	
MALHA			0		19.26	1	1412			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	14	14		2	14G	14G			SGAR,NE,YEL,QT,MIX	
MALHA			0		19.26	1	1413			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	14	14		2	14G	14G			SGAR,ST,GR,QT,MIX	
MALHA			0		23.16	1	1414			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	14	14		2	14G	14G			SGAR,ST,GR,LRG,REV,NSH,MIX	
MALHA			.5		53.25	1	1415			Y		N		NS	XOTG	SU	FS 2 King beds and 1 sofa bed small	1.5	0	1	14	14		6	14K	14K			TOW,YEL,ST,QT,LRG,MIX,SFB	
MALHA			0		42.37	1	1416			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	14	14		2	14K	14K			PAN,ST,GR,LRG,MIX	
MALHA			0		33.59	1	1417			Y		N		NS	TBUG	CL	Twin Club City View	1	0	.5	14	14		4	14K	14K		1419	CON,TOW,OR,LRG,MIX	
MALHA			0		20.96	1	1418			Y		N		NS	TCIG	CL	Club Twin Panoramic	1	0	.5	14	14		4	14K	14K		1420	CON,PAN,GR,MIX	
MALHA			0		20.96	1	1419			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	14	14		2	14K	14K		1417	CON,TOW,BLU,MIX	
MALHA			0		20.96	1	1420			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	14	14		2	14K	14K		1418	CON,PAN,YEL,MIX	
MALHA			0		20.96	1	1421			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	14	14		2	14K	14K			TOW,OR,MIX	
MALHA			0		20.96	1	1422			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	14	14		2	14K	14K			PAN,GR,MIX	
MALHA			0		20.96	1	1423			Y		N		NS	TBUG	CL	Twin Club City View	1	0	.5	14	14		4	14K	14K			TOW,OR,MIX	
MALHA			0		20.96	1	1424			Y		N		NS	TCIG	CL	Club Twin Panoramic	1	0	.5	14	14		4	14K	14K			PAN,YEL,MIX	
MALHA			0		20.96	1	1425			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	14	14		2	14K	14K			TOW,AWY,OR,REV,MIX	
MALHA			0		20.96	1	1426			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	14	14		2	14K	14K			PAN,AWY,YEL,MIX	
MALHA			0		20.96	1	1427			Y		N		NS	TBUG	CL	Twin Club City View	1	0	.5	14	14		4	14K	14K			TOW,AWY,BLU,REV,MIX	
MALHA			0		20.96	1	1428			Y		N		NS	TCIG	CL	Club Twin Panoramic	1	0	.5	14	14		4	14K	14K			PAN,AWY,YEL,MIX	
MALHA			0		.96	1	1429			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	14	14		2	14K	14K			TOW,AWY,OR,REV,MIX	
MALHA			0		20.96	1	1430			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	14	14		2	14K	14K			PAN,AWY,GR,MIX	
MALHA			0		20.96	1	1431			Y		N		NS	TBUG	CL	Twin Club City View	1	0	.5	14	14		4	14K	14K			TOW,AWY,OR,REV,MIX	
MALHA			0		20.96	1	1432			Y		N		NS	TCIG	CL	Club Twin Panoramic	1	0	.5	14	14		4	14K	14K			PAN,AWY,YEL,MIX	
MALHA			0		20.96	1	1433			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	14	14		2	14K	14K		1435	CON,TOW,AWY,REV,RED,MIX	
MALHA			0		20.96	1	1434			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	14	14		2	14K	14K		1436	CON,PAN,AWY,YEL,MIX	
MALHA			0		20.96	1	1435			Y		N		NS	TBUG	CL	Twin Club City View	1	0	.5	14	14		4	14K	14K		1433	CON,TOW,AWY,OR,REV	
MALHA			0		20.96	1	1436			Y		N		NS	TCIG	CL	Club Twin Panoramic	1	0	.5	14	14		4	14K	14K		1434	CON,PAN,AWY,YEL,REV	
MALHA			.5		30.66	1	1437			Y		N		NS	KOTG	DLX FAM	Deluxe King Family Room	1.5	0	1	14	14		5	14M	14M			TOW,AWY,ST,OR,LRG,REV,SFB	
MALHA			.5		42.37	1	1438			Y		N		NS	KOTG	DLX FAM	1 king bed and 1 sofa beds large	1.5	0	1	14	14		4	14M	14M			GAR,PAN,AWY,YEL,ST,LRG,REV,SFB	
MALHA			.5		33.59	1	1439			Y		N		NS	KOTG	DLX FAM	1x King bed and 1x sofa large	1.5	0	1	14	14		4	14M	14M			TOW,AWY,ST,LRG,REV,MIX,RED	
MALHA			.5		31.72	1	1440			Y		N		NS	XKLG	SU JR	1x king with sofa bed - large	1.5	0	1	14	14		4	14M	14M			PAN,AWY,GR,LRG,SFB,MIX	
MALHA			0		20.96	1	1441			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	14	14		2	14M	14M			PAN,AWY,YEL,MIX	
MALHA			0		20.96	1	1442			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	14	14		2	14M	14M			PAN,AWY,GR,MIX	
MALHA			0		20.96	1	1443			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	14	14		2	14M	14M			PAN,AWY,ST,MIX,RED	
MALHA			0		20.96	1	1444			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	14	14		2	14M	14M			PAN,AWY,ST,MIX,RED	
MALHA			0		20.96	1	1445			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	14	14		2	14M	14M			PAN,AWY,YEL,MIX	
MALHA			.5		44.53	1	1501			Y		N		NS	XKLG	SU JR	1 king bed and 1 sofa bed small	1.5	0	1	15	15		4	15K	15K			TOW,NE,YEL,ST,LRG,MIX,SFB	
MALHA			1		53.56	1	1502			Y		N		NS	XFTG	SU LUXURY	Ambassador Suite	4	0	2	15	15		6	15K	15K			PAN,NE,GR,MIX	
MALHA			.5		16.15	1	1503			Y		N		NS	XLOG	SU DLX	Deluxe Suite	1.5	0	1	15	15		2	15K	15K			TOW,ST,GR,MIX	
MALHA			1		16.15	1	1504			Y		N		NS	XLOG	SU DLX	Deluxe Suite - 1x king, 1 sofabed large	2	0	1.5	15	15		4	15K	15K			PAN,GR,MIX	
MALHA			.5		16.6	1	1505			Y		N		NS	XLOG	SU DLX	Deluxe Suite	1.5	0	1	15	15		2	15K	15K			TOW,GR,SFB,MIX	
MALHA			1		16.17	1	1506			Y		N		NS	XLOG	SU DLX	Deluxe Suite 1x king, 1 sofabed large	2	0	1.5	15	15		4	15K	15K		1508	CON,PAN,AWY,GR,SFB,MIX	
MALHA			.5		16.17	1	1507			Y		N		NS	XLOG	SU DLX	Deluxe Suite	1.5	0	1	15	15		4	15K	15K		1509	CON,TOW,AWY,GR,MIX	
MALHA			1		16.17	1	1508			Y		N		NS	XLOG	SU DLX	Deluxe Suite 1x king, 1 sofabed large	2	0	1.5	15	15		4	15K	15K		1506	CON,PAN,AWY,QT,GR,SFB,MIX	
MALHA			.5		16.18	1	1509			Y		N		NS	XLOG	SU DLX	Deluxe Suite	1.5	0	1	15	15		2	15K	15K		1507	CON,TOW,AWY,GR,SFB,MIX	
MALHA			1	140cm mattress	16.18	1	1510			Y		N		NS	XLOG	SU DLX	Deluxe Suite 1x king, 1 sofabed large	2	0	1.5	15	15		4	15K	15K			PAN,AWY,QT,GR,SFB,MIX	
MALHA			.5		16.18	1	1511			Y		N		NS	XLOG	SU DLX	Deluxe Suite	1.5	0	1	15	15		4	15K	15K			TOW,AWY,GR,SFB,MIX	
MALHA			1		42.37	1	1512			Y		N		NS	XKLG	SU JR	1 king bed and 1 sofa bed small	2	0	1.5	15	15		4	15M	15M		1516	CON,GAR,PAN,AWY,ST,YEL,SFB,MIX	
MALHA			.5		30.66	1	1513			Y		N		NS	XKLG	SU JR	1 king bed and 1 sofa bed large	1.5	0	1	15	15		4	15M	15M			TOW,AWY,ST,GR,SFB,MIX	
MALHA			.5		33.59	1	1515			Y		N		NS	XKLG	SU JR	Junior Suite	1.5	0	1	15	15		2	15M	15M			TOW,AWY,YEL,MIX	
MALHA			1		31.72	1	1516			Y		N		NS	XKLG	SU JR	1 king bed and 1 sofa bed large	2	0	1.5	15	15		4	15M	15M		1512,1600	CON,PAN,AWY,GR,SFB,MIX	
MALHA			2		117.83	1	1600			Y		N		NS	XVUG	SU PRES	Presidential Suite - 1x King, 1x sofabed Large	6	0	3	15	15		4	15M	15M		1516	CON,PAN,AWY,GR,MIX	
MALHA			3	140cm matress		1	1700			N		N			XLXG	SU LUXURY	Panoramic Suite with sofa bed large	6	0	6		17		4					GOLD,SFB	
MALHA			0			1	5244			Y		N			PF	GENERIC	Telephone Line Arena	0	0	0										
MALHA			0			1	5245			Y		N			PF	GENERIC	Permanent Folio	0	0	0										
MALHA			0			1	5246			Y		N			PF	GENERIC	Telephone Line Arena	0	0	0										
MALHA			0			1	9970			Y		N			PM	GENERIC	Posting Master	0	0	0				5						
MALHA	IN		0			1	CDC&F			Y		Y			S&C	GENERIC	CDC & Foyer	0	0	0	2	02		1200						
MALHA	IN		0			2	CDCF			Y		Y			S&C	GENERIC	CDC Foyer	0	0	0	2	02		600						
MALHA	IN		0			3	CDC			Y		Y			S&C	GENERIC	CDC	0	0	0	2	02		1000						
MALHA	IN		0			4	CDC1			Y		Y			S&C	GENERIC	CDC 1	0	0	0	2	02		350						
MALHA	IN		0			5	CDC2			Y		Y			S&C	GENERIC	CDC 2	0	0	0	2	02		265						
MALHA	IN		0			6	CDC3			Y		Y			S&C	GENERIC	CDC 3	0	0	0	2	02		265						
MALHA	IN		0			7	CDC12			Y		Y			S&C	GENERIC	CDC 1 & 2	0	0	0	2	02		452						
MALHA	IN		0			8	CDC23			Y		Y			S&C	GENERIC	CDC 2 & 3	0	0	0	2	02		452						
MALHA	IN		0			9	CDC1&3			Y		Y			S&C	GENERIC	CDC 1 & 3	0	0	0	2	02		452						
MALHA	IN		0			20	JUP			Y		Y			S&C	GENERIC	Jupiter	0	0	0	2	02		100						
MALHA	IN		0			21	SAT			Y		Y			S&C	GENERIC	Saturn	0	0	0	2	02		200						
MALHA	IN		0			22	SAT1			Y		Y			S&C	GENERIC	Saturn 1	0	0	0	2	02		150						
MALHA	IN		0			23	SAT2			Y		Y			S&C	GENERIC	Saturn 2	0	0	0	2	02		150						
MALHA	IN		0			24	SAT&JUPF			Y		Y			S&C	GENERIC	Saturn & Jupiter Foyer	0	0	0	2	02		62						
MALHA	IN		0			30	VEN			Y		Y			S&C	GENERIC	Venus	0	0	0	8	08		143						
MALHA	IN		0			31	VEN1			Y		Y			S&C	GENERIC	Venus 1	0	0	0	8	08		74						
MALHA	IN		0			32	VEN2			Y		Y			S&C	GENERIC	Venus 2	0	0	0	8	08		69						
MALHA	IN		0			33	MAR			Y		Y			S&C	GENERIC	Mars	0	0	0	8	08		115						
MALHA	IN		0			34	VEMAF			Y		Y			S&C	GENERIC	Venus/ Mars Foyer	0	0	0	8	08		143						
MALHA	IN		0			35	ODY			Y		Y			S&C	GENERIC	Odyssey	0	0	0	5	05		42						
MALHA	IN		0			36	APO			Y		Y			S&C	GENERIC	Apollo	0	0	0	5	05		39						
MALHA	IN		0			37	MER			Y		Y			S&C	GENERIC	Mercury	0	0	0	5	05		39						
MALHA	IN		0			39	HAR			Y		Y			S&C	GENERIC	Harruba Restaurant	0	0	0	4	04		348						
MALHA	IN		0			40	HAC			Y		Y			S&C	GENERIC	Soprano	0	0	0	4	04		40						
MALHA	IN		0			41	HAE			Y		Y			S&C	GENERIC	Harruba Esclussiva	0	0	0	4	04		100						
MALHA	IN		0			43	AFG			Y		Y			S&C	GENERIC	Al Fresco Gardens	0	0	0	7	07		200						
MALHA	IN		0			46	CA6			Y		Y			S&C	GENERIC	Carissa Lower Bar	0	0	0	6	06		43						
MALHA	IN		0			47	CA7			Y		Y			S&C	GENERIC	Carissa Upper Bar	0	0	0	7	07		100						
MALHA	IN		0			49	CUL			Y		Y			S&C	GENERIC	Carrisa Upper & Lower Bar	0	0	0	6	06		200						
MALHA	IN		0			51	EXB			Y		Y			S&C	GENERIC	Winners Lounge	0	0	0	7	07		12						
MALHA	IN		0			52	ECLT			Y		Y			S&C	GENERIC	Club Lounge Terrace	0	0	0	15	15		52						
MALHA	IN		0			53	ECL			Y		Y			S&C	GENERIC	Club Lounge	0	0	0	15	15		12						
MALHA	IN		0			65	CIN11			Y		Y			S&C	GENERIC	Cinema 11	0	0	0	1	01		223						
MALHA	IN		0			66	CIN12			Y		Y			S&C	GENERIC	Cinema 12	0	0	0	1	01		160						
MALHA	IN		0			67	CIN13			Y		Y			S&C	GENERIC	Cinema 13	0	0	0	1	01		146						
MALHA	IN		0			68	CIN14			Y		Y			S&C	GENERIC	Cinema 14	0	0	0	1	01		142						
MALHA	IN		0			70	RMS			Y		Y			S&C	GENERIC	Bedroom	0	0	0	1	01		15						
MALHA	IN		0			71	CNVB			Y		Y			S&C	GENERIC	Converted Bedroom 1	0	0	0	1	01		12						
MALHA	IN		0			72	CNVB5			Y		Y			S&C	GENERIC	Converted Bedroom 2	0	0	0	1	01		12						
MALHA	IN		0			72	TRE			Y		Y			S&C	GENERIC	The Hub	0	0	0				300						
MALHA	IN		0			73	CNVB6			Y		Y			S&C	GENERIC	Converted Bedroom 3	0	0	0	1	01		12						
MALHA	IN		0			74	CNVB9			Y		Y			S&C	GENERIC	Converted Bedroom 4	0	0	0	1	01		12						
MALHA	IN		0			75	CNVB10			Y		Y			S&C	GENERIC	Converted Bedroom 5	0	0	0	1	01		12						
MALHA	IN		0			76	CNVB2			Y		Y			S&C	GENERIC	Converted Bedroom 6	0	0	0	1	01		12						
MALHA	IN		0			77	CNVB3			Y		Y			S&C	GENERIC	Converted Bedroom 7	0	0	0	1	01		12						
MALHA	IN		0			78	CNVB4			Y		Y			S&C	GENERIC	Converted Bedroom 8	0	0	0	1	01		12						
MALHA	IN		0			79	CNVB8			Y		Y			S&C	GENERIC	Converted Bedroom 9	0	0	0	1	01		12						
MALHA	IN		0			80	CNVB7			Y		Y			S&C	GENERIC	Converted Bedroom 10	0	0	0	1	01		12						
MALHA	IN		0			81	CNVB11			Y		Y			S&C	GENERIC	Converted Bedroom 11	0	0	0	1	01		12						
MALHA	MAIN		0			82	NEPT6			N		Y			S&C	GENERIC	Neptune II & III - IACC	0	0	0		04								
MALHA	MAIN		0			83	NEPT7			N		Y			S&C	GENERIC	Neptune III & IV - IACC	0	0	0		04								
MALHA	MAIN		0			84	NEPT8			N		Y			S&C	GENERIC	Neptune I & II & III - IACC	0	0	0		04								
MALHA	MAIN		0			85	EUR4			N		Y			S&C	GENERIC	Europa I & II - IACC	0	0	0		04								
MALHA	MAIN		0			86	EUR5			N		Y			S&C	GENERIC	Europa II & III - IACC	0	0	0		04								
MALHA	IN		0			87	CIN6			Y		Y			S&C	GENERIC	Cinema 6	0	0	0	1	01		700						
MALHA			0			88	1701			N		N			XSTG	SU LUXURY	Club Suite	0	0	0		17		4					GOLD	
MALHA			0			89	1702			N		N			XLXG	SU LUXURY	Panoramic Suite	0	0	0		17		4					GOLD	
MALHA			0			90	1705			N		N			XLXG	SU LUXURY	Panoramic Suite	0	0	0		17		4					GOLD	
MALHA			0			91	1706			N		N			XLXG	SU LUXURY	Panoramic Suite	0	0	0		17		4					GOLD	
MALHA			0			92	1707			N		N			XSTG	SU LUXURY	Club Suite	0	0	0		17		4					CON,TOW,GOLD	
MALHA			0			93	1708			N		N			XLXG	SU LUXURY	Panoramic Suite	0	0	0		17		4					GOLD	
MALHA			0			94	1709			N		N			XSTG	SU LUXURY	Club Suite	0	0	0		17		4					CON,TOW,GOLD	
MALHA			0			95	1710			N		N			XLXG	SU LUXURY	Panoramic Suite	0	0	0		17		4					GOLD	
MALHA			0			96	1711			N		N			XSTG	SU LUXURY	Club Suite	0	0	0		17		4					TOW,GOLD	
MALHA			0	160cm mattresss		97	1712			N		N			XLXG	SU LUXURY	Panoramic Suite with sofa bed large	0	0	0		17		4					GOLD,SFB	
MALHA			0			98	1713			N		N			XSTG	SU LUXURY	Club Suite	0	0	0		17		4					TOW,GOLD	
MALHA			0			99	1714			N		N			XLXG	SU LUXURY	Panoramic Suite	0	0	0		17		4					GOLD	
MALHA			0			100	1815			N		N			XEXG	SU LUXURY	Duplex Suite	0	0	0		18		4					GOLD	
MALHA			0	160cm mattress		101	1716			N		N			XLXG	SU LUXURY	Panoramic Suite with sofa bed large	0	0	0		17		4					GOLD,SFB	
MALHA			0			102	1801			N		N			XSTG	SU LUXURY	Club Suite	0	0	0		18		4					GOLD	
MALHA			0	mattress 140cm		103	1802			N		N			XLXG	SU LUXURY	Panoramic Suite with sofa bed large	0	0	0		18		4					GOLD,SFB	
MALHA			0			104	1804			N		N			XSTG	SU LUXURY	Club Suite	0	0	0		18		4					GOLD	
MALHA			0			105	1803			N		N			XSTG	SU LUXURY	Club Suite	0	0	0		18		4					GOLD	
MALHA			0			106	1805			N		N			XLXG	SU LUXURY	Panoramic Suite	0	0	0		18		4					TOW,GOLD	
MALHA			0			107	1806			N		N			XLXG	SU LUXURY	Panoramic Suite	0	0	0		18		4					GOLD	
MALHA			0			108	1807			N		N			XSTG	SU LUXURY	Club Suite	0	0	0		18		4					CON,TOW,GOLD	
MALHA			0			109	1808			N		N			XLXG	SU LUXURY	Panoramic Suite	0	0	0		18		4					GOLD	
MALHA			0			110	1809			N		N			XSTG	SU LUXURY	Club Suite	0	0	0		18		4					CON,TOW,GOLD	
MALHA			0			111	1810			N		N			XLXG	SU LUXURY	Panoramic Suite	0	0	0		18		4					GOLD	
MALHA			0			112	1811			N		N			XSTG	SU LUXURY	Club Suite	0	0	0		18		4					TOW,GOLD	
MALHA			0	160cm mattress		113	1812			N		N			XLXG	SU LUXURY	Panoramic Suite with sofa bed large	0	0	0		18		4					GOLD,SFB	
MALHA			0	mattress 160cm		114	1813			N		N			XLXG	SU LUXURY	Panoramic Suite with sofa bed	0	0	0		18		4					TOW,GOLD,SFB	
MALHA			0			115	1814			N		N			XLXG	SU LUXURY	Panoramic Suite	0	0	0		18		4					GOLD	
MALHA			0	160cm mattress		117	1816			N		N			XLXG	SU LUXURY	Panoramic Suite with sofa bed large	0	0	0		18		4					GOLD,SFB	
MALHA			.25		22.01		0501			N		N		NS	TOTG	DLX FAM	Deluxe Twin Family Room	1	0	.6	5	05		3	05B				TOW,SBY,ST,OR,NBA,MIX,SFB	
MALHA			.25		22.01		0605			N		N		NS	TOTG	DLX FAM	Deluxe Twin Family Room - 2x queen beds + 1x Sofa bed small	1	0	.6	6	06		3	06B			0606	CON,SGAR,LBA,OR,SFB,MIX	
MALHA			.25		22.42		0606			N		N		NS	KOTG	DLX FAM	Deluxe King Family Room - 1x Large King + 1 Sofabed Large	1	0	.6	6	06		4				0605	CON,BAY,TOW,SBY,OR,SFB,MIX	
MALHA			.5		35.37		0724			N		N		NS	TOTG	DLX FAM	Deluxe Twin Family Room	1.5	0	1	7	07		4	07B				SGAR,NE,OR,LRG,SFB,MIX	
MALHA			.25		36.01		0725			N		N		NS	KSUG	DLX	Deluxe King Small Garden	1	0	.5	7	07		2	07G				SGAR,NE,YEL,ST,LRG,MIX	
MALHA			.25		20.96		0737			N		N		NS	TDXG	DLX	DeluxeTwin Large Garden	1	0	.5	7	07		4	07K				GAR,TLF,AWY,YEL,ST,MIX	
MALHA			.5		20.96		0739			N		N		NS	KOTG	DLX FAM	1 king bed and 2 sofa beds small	1.5	0	1	7	07		4	07M				GAR,TLF,AWY,ST,REV,RED,SFB	
MALHA			.25		18.13		0820			N		N		NS	KSUG	DLX	Deluxe King Small Garden	1	0	.5	8	08		2	08D				SGAR,NE,BLU,REV	
MALHA			.25		18.13		0822			N		N		NS	TSUG	DLX	Deluxe Twin Small Garden	1	0	.5	8	08		4	08D				SGAR,NE,OR,MIX	
MALHA			.25		20.96		0846			N		N		NS	TDXG	DLX	DeluxeTwin Large Garden	1	0	.5	8	08		4	08K				GAR,RED,MIX	
MALHA			.25		20.96		0941			N		N		NS	TDXG	DLX	DeluxeTwin Large Garden	1	0	.5	9	09		4	09K			0940	CON,YEL,MIX	
MALHA			.25		17.66		1009			N		N		NS	KDXG	DLX	Deluxe King Large Garden	1	0	.5	10	10		2	10G				GAR,YEL,MIX	
MALHA			.25		17.66		1011			N		N		NS	TDXG	DLX	DeluxeTwin Large Garden	1	0	.5	10	10		2	10G				GAR,RED,MIX	
MALHA			.25		17.66		1013			N		N		NS	KDXG	DLX	Deluxe King Large Garden	1	0	.5	10	10		2	10G				GAR,GR,MIX	
MALHA			.25		17.66		1016			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	10	10		2	10G				SGAR,BLU,REV,MIX	
MALHA			.25		18.69		1022			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	10	10		2	10G				SGAR,MIX,RED	
MALHA			.25		23.16		1024			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	10	10		2	10G				SGAR,ST,YEL,LRG,REV,NSH,MIX	
MALHA			0		18.7		1110			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	11	11		2	11G				SGAR,NE,REV,MIX,RED	
MALHA			0				1409			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	14	14		2	14G	14G			PAN,NE,YEL,MIX	
MALHA			0				5050			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5051			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5052			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5053			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5054			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5055			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5056			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5057			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5058			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5059			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5060			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5204			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5206			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5214			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5215			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5216			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5218			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5219			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5225			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5226			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5227			Y		N			PF	GENERIC	Permanent Folio	0	0	0										
MALHA			0				5228			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5229			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5230			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5240			Y		N			PF	GENERIC	Telephone Line Arena	0	0	0										
MALHA			0				5308			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5316			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5317			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5342			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5526			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5527			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5528			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5529			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5593			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5594			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5595			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5596			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5597			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5598			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5862			N		N			PF	GENERIC	Meeting Room	0	0	0										
MALHA			0				5863			N		N			PF	GENERIC	Meeting Room	0	0	0										
